Subunit,Form of Address,Title,First Name,Last name,Course,ID,Program of Study,Location,Course Type,Participants,Secondary instructors,Period,Sheet,The instructor was prepared to teach this course,The instructor clearly stated the method by which your final grade would be determined.,The instructor clearly stated the instructional objectives of this course.,The instructor clearly explained any special requirements of attendance which differ from the attendance policy of the University.,The instructor regularly met the class as scheduled and taught for the scheduled time.,The instructor scheduled a reasonable number of office hours per week.,The instructor graded and returned the students' written work (e.g. examinations and papers) in a timely manner.,The instructor exhibited an ability to articulate the course material.,The instructor created an atmosphere that stimulated me to want to learn.,I would rate this professor as an effective teacher.,This class/laboratory time was valuable to my education.,I would recommend this course to other students.,"Please indicate your satisfaction with the availability of the instructor outside the classroom. (In selecting your rating, consider the instructor's availability via established office hours, appointments, and other opportunities for face-to-face interaction as well as via telephone, email, fax, and other means.)","If web sites, Blackboard, or other Internet resources were a part of this course, to what extent did they enhance or detract from your learning experience in the course."
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-001-SPRING-2019,CSCIB104-001-SPRING-2019,Math and CS,,Class,14,0,Spring 2019,11,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-02X-SPRING-2020,CSCIB104-02X-SPRING-2020,Math and Computer Sciences,,Distant Ed,23,0,Spring 2020,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-02X-SPRING-2020,CSCIB104-02X-SPRING-2020,Math and Computer Sciences,,Distant Ed,23,0,Spring 2020,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-02X-SPRING-2020,CSCIB104-02X-SPRING-2020,Math and Computer Sciences,,Distant Ed,23,0,Spring 2020,3,4,4,4,4,4,4,4,4,4,4,4,4,4,
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-02X-SPRING-2020,CSCIB104-02X-SPRING-2020,Math and Computer Sciences,,Distant Ed,23,0,Spring 2020,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-02X-SPRING-2020,CSCIB104-02X-SPRING-2020,Math and Computer Sciences,,Distant Ed,23,0,Spring 2020,5,3,3,3,3,4,3,3,3,2,2,3,2,3,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-02X-SPRING-2020,CSCIB104-02X-SPRING-2020,Math and Computer Sciences,,Distant Ed,23,0,Spring 2020,6,4,4,4,4,4,4,3,4,4,3,4,4,4,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-03X-SPRING-2021,CSCIB104-03X-SPRING-2021,Math and CS,,Class,18,0,Spring 2021,1,4,3,3,4,4,3,4,3,4,3,4,3,3,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-03X-SPRING-2021,CSCIB104-03X-SPRING-2021,Math and CS,,Class,18,0,Spring 2021,2,3,3,3,3,3,,3,3,2,3,3,3,3,2
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-03X-SPRING-2021,CSCIB104-03X-SPRING-2021,Math and CS,,Class,18,0,Spring 2021,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-03X-SPRING-2021,CSCIB104-03X-SPRING-2021,Math and CS,,Class,18,0,Spring 2021,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-03X-SPRING-2021,CSCIB104-03X-SPRING-2021,Math and CS,,Class,18,0,Spring 2021,5,4,4,4,4,4,4,2,4,3,3,3,3,3,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-03X-SPRING-2021,CSCIB104-03X-SPRING-2021,Math and CS,,Class,18,0,Spring 2021,6,3,3,4,4,4,2,1,4,3,3,4,3,2,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-03X-SPRING-2021,CSCIB104-03X-SPRING-2021,Math and CS,,Class,18,0,Spring 2021,7,4,4,4,4,4,3,3,3,3,4,3,3,3,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-03X-SPRING-2021,CSCIB104-03X-SPRING-2021,Math and CS,,Class,18,0,Spring 2021,8,4,3,3,3,3,3,3,3,3,3,3,1,3,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-03X-SPRING-2021,CSCIB104-03X-SPRING-2021,Math and CS,,Class,18,0,Spring 2021,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-03X-SPRING-2021,CSCIB104-03X-SPRING-2021,Math and CS,,Class,18,0,Spring 2021,10,3,4,4,4,3,3,2,3,3,3,3,3,3,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-03X-SPRING-2021,CSCIB104-03X-SPRING-2021,Math and CS,,Class,18,0,Spring 2021,11,1,1,3,2,1,1,1,1,1,1,3,1,1,1
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,3,4,4,4,,4,3,4,4,4,4,4,4,3,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,5,4,4,4,4,4,4,4,3,1,1,4,1,3,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,7,4,4,3,4,4,3,2,3,3,3,3,3,3,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,8,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,9,4,4,4,3,4,4,4,4,4,4,4,4,3,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,10,4,4,4,4,4,3,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,11,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,12,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,13,3,3,3,3,4,3,2,3,3,2,2,2,4,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,14,3,2,3,3,3,3,1,4,3,3,3,3,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,15,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,16,4,4,3,4,4,4,3,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,17,4,3,4,3,3,3,3,3,3,3,3,3,3,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB104-0X1-FALL-2019,CSCIB104-0X1-FALL-2019,Math and CS,,Class,22,0,Fall 2019,18,4,4,4,4,4,4,4,4,4,4,4,4,4,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,1,3,3,3,3,3,3,3,2,2,2,3,3,3,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,3,4,3,4,4,4,4,4,4,4,4,3,3,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,6,4,4,4,4,4,4,4,4,4,4,4,3,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,7,4,3,4,4,4,4,4,4,3,4,3,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,8,4,4,4,4,4,4,4,4,4,4,4,4,4,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,9,4,4,4,4,4,4,4,4,4,4,4,4,4,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,12,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,13,3,4,3,3,4,4,4,3,3,3,2,3,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB201-001-Fall 2019 ERDEI,CSCIB201-001-Fall 2019 ERDEI,Math and CS,,Class,18,0,Fall 2019,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2018,CSCIB320-001-FALL-2018,Math and CS,,Class,12,0,Fall 2018,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2018,CSCIB320-001-FALL-2018,Math and CS,,Class,12,0,Fall 2018,2,4,4,4,4,4,4,4,4,3,4,3,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2018,CSCIB320-001-FALL-2018,Math and CS,,Class,12,0,Fall 2018,3,4,4,4,4,4,4,3,4,4,4,4,4,4,
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2018,CSCIB320-001-FALL-2018,Math and CS,,Class,12,0,Fall 2018,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2018,CSCIB320-001-FALL-2018,Math and CS,,Class,12,0,Fall 2018,5,4,4,4,4,4,4,3,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2018,CSCIB320-001-FALL-2018,Math and CS,,Class,12,0,Fall 2018,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2018,CSCIB320-001-FALL-2018,Math and CS,,Class,12,0,Fall 2018,7,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2018,CSCIB320-001-FALL-2018,Math and CS,,Class,12,0,Fall 2018,8,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2018,CSCIB320-001-FALL-2018,Math and CS,,Class,12,0,Fall 2018,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2018,CSCIB320-001-FALL-2018,Math and CS,,Class,12,0,Fall 2018,10,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,2,3,4,4,3,4,4,3,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,5,4,3,3,3,3,4,3,3,3,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,7,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,8,4,4,4,4,4,4,4,4,4,4,3,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,9,4,4,4,4,4,4,4,4,4,4,4,3,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,10,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,11,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,12,3,3,3,3,3,3,3,3,2,2,3,3,2,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,13,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,14,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,15,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2019,CSCIB320-001-FALL-2019,Math and CS,,Class,23,0,Fall 2019,16,3,3,3,3,3,3,2,3,2,3,3,3,3,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2021,CSCIB320-001-FALL-2021,Math and CS,,Class,16,0,Fall 2021,1,4,4,4,4,3,3,3,3,2,3,2,3,3,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2021,CSCIB320-001-FALL-2021,Math and CS,,Class,16,0,Fall 2021,2,4,4,4,3,4,4,3,4,4,4,4,4,3,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2021,CSCIB320-001-FALL-2021,Math and CS,,Class,16,0,Fall 2021,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2021,CSCIB320-001-FALL-2021,Math and CS,,Class,16,0,Fall 2021,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2021,CSCIB320-001-FALL-2021,Math and CS,,Class,16,0,Fall 2021,5,4,4,4,3,4,4,4,4,3,4,4,4,3,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2021,CSCIB320-001-FALL-2021,Math and CS,,Class,16,0,Fall 2021,6,4,4,4,4,4,4,3,4,3,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2021,CSCIB320-001-FALL-2021,Math and CS,,Class,16,0,Fall 2021,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB320-001-FALL-2021,CSCIB320-001-FALL-2021,Math and CS,,Class,16,0,Fall 2021,8,4,3,4,3,4,3,3,4,3,3,4,3,3,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB321-001-SPRING-2020,CSCIB321-001-SPRING-2020,Math and Computer Sciences,,Distant Ed,6,0,Spring 2020,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB321-001-SPRING-2020,CSCIB321-001-SPRING-2020,Math and Computer Sciences,,Distant Ed,6,0,Spring 2020,2,4,4,3,4,4,3,4,4,4,4,4,3,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB321-001-SPRING-2020,CSCIB321-001-SPRING-2020,Math and Computer Sciences,,Distant Ed,6,0,Spring 2020,3,3,3,3,3,3,3,3,3,3,4,2,2,3,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB321-001-SPRING-2020,CSCIB321-001-SPRING-2020,Math and Computer Sciences,,Distant Ed,6,0,Spring 2020,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB321-001-SPRING-2020,CSCIB321-001-SPRING-2020,Math and Computer Sciences,,Distant Ed,6,0,Spring 2020,5,4,3,4,3,4,3,4,4,3,3,3,3,4,4
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB321-01X-SPRING-2021,CSCIB321-01X-SPRING-2021,Math and CS,,Class,3,0,Spring 2021,1,4,4,4,4,4,4,3,4,3,4,3,4,4,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB321-01X-SPRING-2021,CSCIB321-01X-SPRING-2021,Math and CS,,Class,3,0,Spring 2021,2,4,4,4,4,4,4,3,4,3,4,4,3,4,3
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB321-01X-SPRING-2021,CSCIB321-01X-SPRING-2021,Math and CS,,Class,3,0,Spring 2021,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB520-001-SPRING-2020,CSCIB520-001-SPRING-2020,Math and Computer Sciences,,Distant Ed,6,0,Spring 2020,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB520-001-SPRING-2020,CSCIB520-001-SPRING-2020,Math and Computer Sciences,,Distant Ed,6,0,Spring 2020,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB520-001-SPRING-2020,CSCIB520-001-SPRING-2020,Math and Computer Sciences,,Distant Ed,6,0,Spring 2020,3,4,4,4,4,4,4,4,4,2,4,3,3,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB520-06X-SPRING-2021,CSCIB520-06X-SPRING-2021,Math and CS,,Class,4,0,Spring 2021,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB520-06X-SPRING-2021,CSCIB520-06X-SPRING-2021,Math and CS,,Class,4,0,Spring 2021,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB520-06X-SPRING-2021,CSCIB520-06X-SPRING-2021,Math and CS,,Class,4,0,Spring 2021,3,4,4,4,4,3,4,3,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,CSCIB520-06X-SPRING-2021,CSCIB520-06X-SPRING-2021,Math and CS,,Class,4,0,Spring 2021,4,3,4,3,4,4,4,2,4,3,4,1,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB104-001-FALL-2021,ISATB104-001-FALL-2021,Math and CS,,Class,6,0,Fall 2021,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB104-001-FALL-2021,ISATB104-001-FALL-2021,Math and CS,,Class,6,0,Fall 2021,2,4,4,4,3,4,4,4,4,3,4,4,3,4,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB104-001-FALL-2021,ISATB104-001-FALL-2021,Math and CS,,Class,6,0,Fall 2021,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB104-02X-SPRING-2020,ISATB104-02X-SPRING-2020,Math and Computer Sciences,,Distant Ed,2,0,Spring 2020,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB104-03X-SPRING-2021,ISATB104-03X-SPRING-2021,Math and CS,,Class,3,0,Spring 2021,1,3,3,3,3,3,4,3,3,3,3,4,4,4,2
USC Beaufort,Instructor,,Ronald,Erdei,ISATB104-03X-SPRING-2021,ISATB104-03X-SPRING-2021,Math and CS,,Class,3,0,Spring 2021,2,3,3,2,3,3,3,2,2,2,2,3,1,1,2
USC Beaufort,Instructor,,Ronald,Erdei,ISATB104-03X-SPRING-2021,ISATB104-03X-SPRING-2021,Math and CS,,Class,3,0,Spring 2021,3,4,4,4,4,4,4,3,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB104-0X1-FALL-2019,ISATB104-0X1-FALL-2019,Math and CS,,Class,2,0,Fall 2019,1,4,4,4,3,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB320-001-FALL-2021,ISATB320-001-FALL-2021,Math and CS,,Class,10,0,Fall 2021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
USC Beaufort,Instructor,,Ronald,Erdei,ISATB320-001-FALL-2021,ISATB320-001-FALL-2021,Math and CS,,Class,10,0,Fall 2021,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
USC Beaufort,Instructor,,Ronald,Erdei,ISATB320-001-FALL-2021,ISATB320-001-FALL-2021,Math and CS,,Class,10,0,Fall 2021,3,3,3,3,3,3,3,2,3,2,2,2,2,3,4
USC Beaufort,Instructor,,Ronald,Erdei,ISATB320-001-FALL-2021,ISATB320-001-FALL-2021,Math and CS,,Class,10,0,Fall 2021,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB320-001-FALL-2021,ISATB320-001-FALL-2021,Math and CS,,Class,10,0,Fall 2021,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4
USC Beaufort,Instructor,,Ronald,Erdei,ISATB321-01X-SPRING-2021,ISATB321-01X-SPRING-2021,Math and CS,,Class,7,0,Spring 2021,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB321-01X-SPRING-2021,ISATB321-01X-SPRING-2021,Math and CS,,Class,7,0,Spring 2021,2,4,4,4,4,4,4,2,4,3,4,3,3,3,3
USC Beaufort,Instructor,,Ronald,Erdei,ISATB321-01X-SPRING-2021,ISATB321-01X-SPRING-2021,Math and CS,,Class,7,0,Spring 2021,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
USC Beaufort,Instructor,,Ronald,Erdei,ISATB321-01X-SPRING-2021,ISATB321-01X-SPRING-2021,Math and CS,,Class,7,0,Spring 2021,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB321-01X-SPRING-2021,ISATB321-01X-SPRING-2021,Math and CS,,Class,7,0,Spring 2021,5,3,3,3,3,3,3,1,3,2,3,3,3,3,4
USC Beaufort,Instructor,,Ronald,Erdei,ISATB420-06X-SPRING-2021,ISATB420-06X-SPRING-2021,Math and CS,,Class,2,0,Spring 2021,1,3,2,3,3,2,2,3,3,3,3,3,3,2,3
USC Beaufort,Instructor,,Ronald,Erdei,ISATB420-06X-SPRING-2021,ISATB420-06X-SPRING-2021,Math and CS,,Class,2,0,Spring 2021,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB437-001-FALL-2021,ISATB437-001-FALL-2021,Math and CS,,Class,10,0,Fall 2021,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5
USC Beaufort,Instructor,,Ronald,Erdei,ISATB437-001-FALL-2021,ISATB437-001-FALL-2021,Math and CS,,Class,10,0,Fall 2021,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5
