CourseOfferingID,Section,Days,StartTime,EndTime,Meeting_Type,ProfessorID,InstructionalMethod,CRN,MaxNumberOfSeats,CourseID,CourseTermID,StudentLevelID,LocationID
1350,001,,,,Class,70,F2F,55496,0,807,76,2,1
1351,011,M W,13:30:00,15:10:00,Class,70,F2F,55449,15,58,76,1,71
1352,011,W,13:30:00,16:00:00,Exam,70,F2F,55449,15,58,76,1,71
1353,014,M W F,11:00:00,11:50:00,Class,70,F2F,55725,10,1096,76,1,77
1354,014,M,10:45:00,13:15:00,Exam,70,F2F,55725,10,1096,76,1,77
1355,01W,,,,Class,72,Online,55105,24,75,76,1,92
1356,01W,,,,Class,72,Online,55104,24,551,76,1,92
1357,001,T Th,15:05:00,16:20:00,Class,72,F2F,55114,24,548,76,1,53
1358,001,T,13:30:00,16:00:00,Exam,72,F2F,55114,24,548,76,1,53
1359,002,T Th,15:05:00,16:20:00,Class,72,F2F,55115,24,548,76,1,53
1360,002,Th,10:00:00,11:50:00,Class,72,F2F,55115,24,548,76,1,68
1361,002,T,13:30:00,16:00:00,Exam,72,F2F,55115,24,548,76,1,53
1362,004,T Th,15:05:00,16:20:00,Class,72,F2F,59333,24,548,76,1,53
1363,004,T,13:30:00,16:00:00,Exam,72,F2F,59333,24,548,76,1,53
1364,CH1,T Th,15:05:00,16:20:00,Class,72,F2F,59890,0,548,76,1,53
1365,CH1,Th,10:00:00,11:50:00,Class,72,F2F,59890,0,548,76,1,68
1366,CH1,T,13:30:00,16:00:00,Exam,72,F2F,59890,0,548,76,1,53
1367,LC1,M W F,08:00:00,08:50:00,Class,72,F2F,55118,20,548,76,1,8
1368,LC1,M,08:00:00,10:30:00,Exam,72,F2F,55118,20,548,76,1,8
1369,LC1,M,09:00:00,10:50:00,Class,72,F2F,55118,20,548,76,1,58
1370,001,T Th,15:05:00,16:20:00,Class,74,F2F,56711,28,141,76,1,71
1371,001,T,13:30:00,16:00:00,Exam,74,F2F,56711,28,141,76,1,71
1372,001,T Th,16:30:00,17:45:00,Class,74,F2F,56712,28,1024,76,1,71
1373,001,Th,16:15:00,18:45:00,Exam,74,F2F,56712,28,1024,76,1,71
1374,001,T Th,08:00:00,09:15:00,Class,77,F2F,56705,55,831,76,1,27
1375,001,Th,08:00:00,10:30:00,Exam,77,F2F,56705,55,831,76,1,27
1376,01W,,,,Class,77,Online,56706,30,793,76,1,92
1377,02W,,,,Class,77,Online,56707,30,793,76,1,92
1378,CH1,,,,Class,77,Online,59914,0,793,76,1,92
1379,001,M W,12:00:00,13:15:00,Class,78,F2F,56340,35,947,76,1,57
1380,001,W,10:45:00,13:15:00,Exam,78,F2F,56340,35,947,76,1,57
1381,001,M W,13:30:00,14:20:00,Class,78,F2F,56531,25,953,76,1,57
1382,001,W,13:30:00,16:00:00,Exam,78,F2F,56531,25,953,76,1,57
1383,001,,,,Class,78,Online,56531,25,953,76,1,92
1384,01W,,,,Class,78,Online,56344,25,820,76,1,92
1385,CH1,,,,Class,78,Online,59908,0,820,76,1,92
1386,B02,T Th,12:15:00,14:30:00,Class,83,F2F,57077,18,5,76,1,82
1387,B02,T,10:45:00,13:15:00,Exam,83,F2F,57077,18,5,76,1,82
1388,004,,,,Class,84,F2F,59671,3,787,76,1,1
1389,001,T Th,09:25:00,10:40:00,Class,85,F2F,55292,25,532,76,1,35
1390,001,T,08:00:00,10:30:00,Exam,85,F2F,55292,25,532,76,1,35
1391,001,M W,15:30:00,16:45:00,Class,85,F2F,55293,25,533,76,1,35
1392,001,W,13:30:00,16:00:00,Exam,85,F2F,55293,25,533,76,1,35
1393,B01,M W,10:00:00,11:15:00,Class,85,F2F,55294,25,533,76,1,16
1394,B01,W,10:45:00,13:15:00,Exam,85,F2F,55294,25,533,76,1,16
1395,B01,M W,12:15:00,13:30:00,Class,85,F2F,55295,25,508,76,1,16
1396,B01,M,13:30:00,16:00:00,Exam,85,F2F,55295,25,508,76,1,16
1397,001,S,10:45:00,13:15:00,Exam,87,F2F,56358,55,751,76,1,57
1398,001,F,11:00:00,12:15:00,Class,87,F2F,56358,55,751,76,1,57
1399,001,,,,Class,87,Online,56358,55,751,76,1,92
1400,0WA,,,,Class,87,Online,56515,25,1086,75,1,92
1401,PW1,,,,Class,87,Online,56484,25,1077,75,1,92
1402,001,,,,Class,104,F2F,59337,2,335,76,1,1
1403,002,,,,Class,104,F2F,59336,1,580,76,1,1
1404,003,T Th,08:00:00,09:15:00,Class,104,F2F,55193,24,455,76,1,57
1405,003,Th,08:00:00,10:30:00,Exam,104,F2F,55193,24,455,76,1,57
1406,003,,,,Class,104,Online,55193,24,455,76,1,92
1407,004,T Th,08:00:00,09:15:00,Class,104,F2F,55194,24,455,76,1,57
1408,004,Th,08:00:00,10:30:00,Exam,104,F2F,55194,24,455,76,1,57
1409,004,,,,Class,104,Online,55194,24,455,76,1,92
1410,LC1,M W F,10:00:00,10:50:00,Class,104,F2F,55195,20,455,76,1,8
1411,LC1,W,10:45:00,13:15:00,Exam,104,F2F,55195,20,455,76,1,8
1412,LC1,W,11:00:00,12:50:00,Class,104,F2F,55195,20,455,76,1,12
1413,LC1,,,,Class,104,Online,55195,20,455,76,1,92
1414,001,T Th,15:05:00,16:20:00,Class,104,F2F,55196,24,999,76,1,70
1415,001,T,13:30:00,16:00:00,Exam,104,F2F,55196,24,999,76,1,70
1416,01L,T,12:15:00,14:55:00,Class,104,F2F,55197,24,1000,76,1,72
1417,001,,,,Class,104,F2F,59755,1,582,76,1,1
1418,002,,,,Class,104,F2F,59831,0,582,76,1,1
1419,002,T,09:10:00,11:00:00,Class,103,F2F,55192,24,455,76,1,72
1420,003,W,13:00:00,14:50:00,Class,103,F2F,55193,24,455,76,1,72
1421,01L,M,14:30:00,17:20:00,Class,103,F2F,55198,24,384,76,1,72
1422,02L,F,11:00:00,13:50:00,Class,103,F2F,55199,24,384,76,1,72
1423,001,T Th,12:15:00,13:30:00,Class,103,F2F,55201,48,888,76,1,57
1424,001,T,10:45:00,13:15:00,Exam,103,F2F,55201,48,888,76,1,57
1425,01W,,,,Class,110,Online,56343,25,1211,76,1,92
1426,01W,,,,Class,121,Online,55450,25,685,76,1,92
1427,02W,,,,Class,121,Online,55451,25,685,76,1,92
1428,001,T Th,09:25:00,10:40:00,Class,122,F2F,56520,30,279,76,1,38
1429,001,T,08:00:00,10:30:00,Exam,122,F2F,56520,30,279,76,1,38
1430,01W,,,,Class,122,Online,56513,25,67,76,1,92
1431,01W,,,,Class,125,Online,55099,30,452,76,1,92
1432,5WA,Th,10:45:00,13:15:00,Exam,127,F2F,56014,16,899,76,1,86
1433,5WA,Th,09:00:00,11:40:00,Class,127,F2F,56014,16,899,76,1,86
1434,01W,,,,Class,129,Online,55947,25,261,76,1,92
1435,001,M,08:00:00,10:30:00,Exam,129,F2F,56210,24,160,76,1,76
1436,001,M,08:00:00,10:40:00,Class,129,F2F,56210,24,160,76,1,76
1437,002,W,13:30:00,16:00:00,Exam,129,F2F,56214,24,160,76,1,76
1438,002,M,12:00:00,14:40:00,Class,129,F2F,56214,24,160,76,1,76
1439,5W1,Th,09:00:00,11:40:00,Class,129,F2F,56217,16,160,76,1,90
1440,CH1,M,08:00:00,10:30:00,Exam,129,F2F,59902,0,160,76,1,76
1441,CH1,M,08:00:00,10:40:00,Class,129,F2F,59902,0,160,76,1,76
1442,CH2,W,13:30:00,16:00:00,Exam,129,F2F,59903,0,160,76,1,76
1443,CH2,M,12:00:00,14:40:00,Class,129,F2F,59903,0,160,76,1,76
1444,01L,F,08:00:00,10:40:00,Class,129,F2F,56266,24,205,76,1,79
1445,02L,F,12:00:00,14:40:00,Class,129,F2F,56267,24,205,76,1,78
1446,5WL,Th,13:00:00,16:00:00,Class,129,F2F,56268,16,205,76,1,89
1447,PW2,,,,Class,131,Online,56847,25,100,77,1,92
1448,001,T Th,15:05:00,16:20:00,Class,131,F2F,57046,25,484,76,1,57
1449,001,T,13:30:00,16:00:00,Exam,131,F2F,57046,25,484,76,1,57
1450,PW0,,,,Class,131,Online,56865,25,484,76,1,92
1451,PW0,,,,Class,131,Online,57049,25,766,76,1,92
1452,015,M W F,09:00:00,09:50:00,Class,133,F2F,55727,10,249,76,1,77
1453,015,W,08:00:00,10:30:00,Exam,133,F2F,55727,10,249,76,1,77
1454,017,M W F,13:30:00,14:20:00,Class,133,F2F,55737,5,43,76,2,77
1455,017,W,13:30:00,16:00:00,Exam,133,F2F,55737,5,43,76,2,77
1456,01W,,,,Class,133,Online,58904,0,43,76,2,92
1457,015,M W F,09:00:00,09:50:00,Class,133,F2F,55730,15,250,76,1,77
1458,015,W,08:00:00,10:30:00,Exam,133,F2F,55730,15,250,76,1,77
1459,016,M W F,10:00:00,10:50:00,Class,133,F2F,55732,15,303,76,1,77
1460,016,W,10:45:00,13:15:00,Exam,133,F2F,55732,15,303,76,1,77
1461,001,M,13:30:00,16:00:00,Exam,139,F2F,56817,20,426,76,1,70
1462,001,M,15:30:00,16:45:00,Class,139,F2F,56817,20,426,76,1,70
1463,001,,,,Class,139,Online,56817,20,426,76,1,92
1464,01L,T,08:00:00,10:40:00,Class,140,F2F,55990,24,199,76,1,79
1465,02L,T,12:00:00,14:50:00,Class,140,F2F,55991,24,199,76,1,79
1466,001,M W F,13:30:00,14:20:00,Class,141,F2F,54782,35,748,76,1,34
1467,001,W,13:30:00,16:00:00,Exam,141,F2F,54782,35,748,76,1,34
1468,001,M W F,10:00:00,10:50:00,Class,141,F2F,54792,35,778,76,1,37
1469,001,W,10:45:00,13:15:00,Exam,141,F2F,54792,35,778,76,1,37
1470,CH1,M W F,10:00:00,10:50:00,Class,141,F2F,59887,0,778,76,1,37
1471,CH1,W,10:45:00,13:15:00,Exam,141,F2F,59887,0,778,76,1,37
1472,001,M W,15:30:00,16:45:00,Class,141,F2F,54797,18,39,76,1,37
1473,001,M,13:30:00,16:00:00,Exam,141,F2F,54797,18,39,76,1,37
1474,P01,,,,Class,141,Online,54780,18,39,76,1,92
1475,001,T Th,08:00:00,09:15:00,Class,143,F2F,55139,72,177,76,1,53
1476,001,Th,08:00:00,10:30:00,Exam,143,F2F,55139,72,177,76,1,53
1477,LC1,M W,12:00:00,13:15:00,Class,143,F2F,55140,20,177,76,1,8
1478,LC1,W,10:45:00,13:15:00,Exam,143,F2F,55140,20,177,76,1,8
1479,01L,Th,09:25:00,12:14:00,Class,143,F2F,55141,24,176,76,1,69
1480,LC1,M,13:30:00,16:20:00,Class,143,F2F,55144,20,176,76,1,58
1481,001,M W F,09:00:00,09:50:00,Class,144,F2F,55322,24,220,76,1,38
1482,001,W,08:00:00,10:30:00,Exam,144,F2F,55322,24,220,76,1,38
1483,001,M W F,13:20:00,14:40:00,Class,144,F2F,55324,24,630,76,1,38
1484,001,W,13:30:00,16:00:00,Exam,144,F2F,55324,24,630,76,1,38
1485,002,M W F,12:00:00,13:10:00,Class,144,F2F,55323,24,630,76,1,38
1486,002,W,10:45:00,13:15:00,Exam,144,F2F,55323,24,630,76,1,38
1487,003,M W F,10:00:00,11:10:00,Class,144,F2F,55383,24,630,76,1,38
1488,003,W,10:45:00,13:15:00,Exam,144,F2F,55383,24,630,76,1,38
1489,01W,,,,Class,150,Online,59355,24,945,76,1,92
1490,01W,,,,Class,150,Online,59356,24,150,76,1,92
1491,006,T Th,15:05:00,16:20:00,Class,152,F2F,55312,24,220,76,1,39
1492,006,T,13:30:00,16:00:00,Exam,152,F2F,55312,24,220,76,1,39
1493,001,T Th,10:50:00,12:05:00,Class,152,F2F,55313,24,782,76,1,39
1494,001,Th,10:45:00,13:15:00,Exam,152,F2F,55313,24,782,76,1,39
1495,001,M W F,12:00:00,13:10:00,Class,152,F2F,55302,24,152,76,1,39
1496,001,W,10:45:00,13:15:00,Exam,152,F2F,55302,24,152,76,1,39
1497,001,T Th,09:25:00,10:40:00,Class,152,F2F,55315,24,428,76,1,39
1498,001,T,08:00:00,10:30:00,Exam,152,F2F,55315,24,428,76,1,39
1499,002,M,09:00:00,11:50:00,Class,158,F2F,55095,24,122,76,1,68
1500,02L,W,09:00:00,11:50:00,Class,158,F2F,55142,24,176,76,1,69
1501,01L,Th,12:15:00,14:55:00,Class,158,F2F,55184,24,446,76,1,69
1502,001,W,15:55:00,17:45:00,Class,158,F2F,55191,24,455,76,1,72
1503,PW0,,,,Class,159,Online,56801,35,706,76,1,92
1504,PW2,,,,Class,159,Online,56802,25,538,77,1,92
1505,PW0,,,,Class,159,Online,56805,35,411,76,1,92
1506,PW0,,,,Class,160,Online,56857,25,100,76,1,92
1507,PW0,,,,Class,160,Online,56867,25,407,76,1,92
1508,PW0,,,,Class,160,Online,56868,25,994,76,1,92
1509,PW0,,,,Class,160,Online,56869,20,655,76,1,92
1510,001,T Th,15:05:00,16:20:00,Class,169,F2F,56313,25,107,76,1,37
1511,001,T,13:30:00,16:00:00,Exam,169,F2F,56313,25,107,76,1,37
1512,001,T Th,12:15:00,13:30:00,Class,169,F2F,56316,24,108,76,1,37
1513,001,T,10:45:00,13:15:00,Exam,169,F2F,56316,24,108,76,1,37
1514,002,M W,17:00:00,18:15:00,Class,169,F2F,56318,25,108,76,1,37
1515,002,M,16:15:00,18:45:00,Exam,169,F2F,56318,25,108,76,1,37
1516,003,T Th,16:30:00,17:45:00,Class,169,F2F,56321,25,108,76,1,37
1517,003,Th,16:15:00,18:45:00,Exam,169,F2F,56321,25,108,76,1,37
1518,B01,T Th,17:30:00,18:45:00,Class,172,F2F,57095,30,567,76,1,9
1519,B01,Th,19:00:00,21:30:00,Exam,172,F2F,57095,30,567,76,1,9
1520,BFT,T Th,17:30:00,18:45:00,Class,172,F2F,59916,0,567,76,1,9
1521,BFT,Th,19:00:00,21:30:00,Exam,172,F2F,59916,0,567,76,1,9
1522,0WB,,,,Class,173,Online,59682,25,1081,77,1,92
1523,001,T Th,13:40:00,14:55:00,Class,177,F2F,59322,25,1160,76,1,34
1524,001,Th,13:30:00,16:00:00,Exam,177,F2F,59322,25,1160,76,1,34
1525,01W,,,,Class,178,Online,55995,25,1111,76,1,92
1526,01W,,,,Class,178,Online,56018,20,1205,76,1,92
1527,02W,,,,Class,178,Online,56019,25,1205,76,1,92
1528,01L,,,,Class,181,F2F,56280,48,210,76,1,1
1529,02B,,,,Class,184,F2F,59875,25,1044,77,2,1
1530,001,T Th,15:05:00,16:20:00,Class,184,F2F,56573,25,292,76,1,28
1531,001,T,13:30:00,16:00:00,Exam,184,F2F,56573,25,292,76,1,28
1532,01W,,,,Class,184,Online,56582,25,664,76,1,92
1533,001,T,16:30:00,19:15:00,Class,184,F2F,56606,25,85,76,2,26
1534,001,Th,16:30:00,19:15:00,Class,184,F2F,59375,20,14,76,2,28
1535,006,W,18:00:00,21:00:00,Class,185,F2F,56563,22,991,76,1,76
1536,006,W,19:00:00,21:30:00,Exam,185,F2F,56563,22,991,76,1,76
1537,001,T Th,10:50:00,12:05:00,Class,194,F2F,56701,30,964,76,1,70
1538,001,Th,10:45:00,13:15:00,Exam,194,F2F,56701,30,964,76,1,70
1539,01W,,,,Class,194,Online,56702,30,964,76,1,92
1540,01W,,,,Class,194,Online,56704,30,267,76,1,92
1541,001,T Th,12:15:00,13:30:00,Class,194,F2F,56703,30,835,76,1,70
1542,001,T,10:45:00,13:15:00,Exam,194,F2F,56703,30,835,76,1,70
1543,CH1,T Th,12:15:00,13:30:00,Class,194,F2F,59913,0,835,76,1,70
1544,CH1,T,10:45:00,13:15:00,Exam,194,F2F,59913,0,835,76,1,70
1545,001,T Th,18:00:00,19:15:00,Class,195,F2F,55817,25,258,76,1,55
1546,001,Th,19:00:00,21:30:00,Exam,195,F2F,55817,25,258,76,1,55
1547,01T,T Th,11:30:00,12:45:00,Class,198,F2F,56804,30,537,76,1,47
1548,01T,T,10:45:00,13:15:00,Exam,198,F2F,56804,30,537,76,1,1
1549,001,T Th,13:40:00,14:55:00,Class,201,F2F,55216,25,373,76,1,32
1550,001,Th,13:30:00,16:00:00,Exam,201,F2F,55216,25,373,76,1,32
1551,001,T Th,12:15:00,13:30:00,Class,201,F2F,55219,20,1217,76,1,29
1552,001,T,10:45:00,13:15:00,Exam,201,F2F,55219,20,1217,76,1,29
1553,001,M W F,10:00:00,10:50:00,Class,202,F2F,55443,24,364,76,1,34
1554,001,W,10:45:00,13:15:00,Exam,202,F2F,55443,24,364,76,1,34
1555,002,M W F,11:00:00,11:50:00,Class,202,F2F,55444,24,364,76,1,34
1556,002,M,10:45:00,13:15:00,Exam,202,F2F,55444,24,364,76,1,34
1557,003,M W F,14:30:00,15:20:00,Class,202,F2F,55445,24,364,76,1,40
1558,003,W,13:30:00,16:00:00,Exam,202,F2F,55445,24,364,76,1,40
1559,PW0,,,,Class,202,Online,55446,48,364,76,1,92
1560,B01,W,18:00:00,19:30:00,Class,204,F2F,59342,25,261,76,1,9
1561,B01,W,19:00:00,21:30:00,Exam,204,F2F,59342,25,261,76,1,9
1562,B01,,,,Class,204,Online,59342,25,261,76,1,92
1563,01W,,,,Class,206,Online,56569,25,286,76,1,92
1564,PW0,,,,Class,208,Online,54776,25,773,76,1,92
1565,01W,,,,Class,208,Online,58867,25,217,76,1,92
1566,0W2,,,,Class,211,Online,59538,25,719,77,1,92
1567,PW0,,,,Class,211,Online,56861,25,719,76,1,92
1568,0W2,,,,Class,211,Online,59539,25,189,77,1,92
1569,01T,T Th,10:00:00,11:15:00,Class,212,F2F,56808,30,542,76,1,47
1570,01T,Th,10:45:00,13:15:00,Exam,212,F2F,56808,30,542,76,1,47
1571,0WA,,,,Class,212,Online,56809,30,284,75,1,92
1572,01T,T Th,13:00:00,14:15:00,Class,212,F2F,56810,30,539,76,1,47
1573,01T,Th,13:30:00,16:00:00,Exam,212,F2F,56810,30,539,76,1,47
1574,P01,,,,Class,212,Online,56933,25,539,76,1,92
1575,0PW,,,,Class,214,Online,56860,25,867,76,1,92
1576,PW0,,,,Class,214,Online,56858,25,867,76,1,92
1577,PW0,,,,Class,215,Online,56853,25,564,76,1,92
1578,PW1,,,,Class,215,Online,56828,25,792,75,1,92
1579,001,,,,Class,215,Online,56856,25,565,76,1,92
1580,01W,,,,Class,215,Online,58406,25,608,76,1,92
1581,01W,,,,Class,216,Online,54774,25,567,76,1,92
1582,CH1,,,,Class,216,Online,59885,0,567,76,1,92
1583,01W,,,,Class,216,Online,54775,25,989,76,1,92
1584,5WL,W,09:00:00,12:00:00,Class,217,F2F,55994,16,199,76,1,89
1585,5WL,T,09:00:00,12:00:00,Class,217,F2F,56278,16,200,76,1,89
1586,01W,,,,Class,219,Online,58407,30,142,76,1,92
1587,001,M W,15:30:00,16:45:00,Class,219,F2F,56689,30,951,76,1,38
1588,001,M,13:30:00,16:00:00,Exam,219,F2F,56689,30,951,76,1,38
1589,01W,,,,Class,219,Online,56691,30,890,76,1,92
1590,001,M W,17:00:00,18:15:00,Class,219,F2F,56692,30,1124,76,1,38
1591,001,M,16:15:00,18:45:00,Exam,219,F2F,56692,30,1124,76,1,38
1592,003,,,,Class,222,F2F,59663,1,649,76,1,1
1593,003,,,,Class,222,F2F,59664,2,650,76,1,1
1594,01B,,,,Class,225,Online,59488,25,1236,77,1,92
1595,0WA,,,,Class,225,Online,56367,25,1236,75,1,92
1596,PW1,,,,Class,225,Online,56366,25,1236,75,1,92
1597,001,T Th,13:40:00,14:55:00,Class,225,F2F,56488,25,1151,76,1,37
1598,001,Th,13:30:00,16:00:00,Exam,225,F2F,56488,25,1151,76,1,37
1599,001,,,,Class,232,F2F,59588,1,600,76,1,1
1600,001,T Th,08:00:00,09:15:00,Class,232,F2F,56570,25,887,76,1,28
1601,001,Th,08:00:00,10:30:00,Exam,232,F2F,56570,25,887,76,1,28
1602,001,T Th,09:25:00,10:40:00,Class,232,F2F,56576,25,195,76,1,28
1603,001,T,08:00:00,10:30:00,Exam,232,F2F,56576,25,195,76,1,28
1604,CH1,T Th,09:25:00,10:40:00,Class,232,F2F,59910,0,195,76,1,28
1605,CH1,T,08:00:00,10:30:00,Exam,232,F2F,59910,0,195,76,1,28
1606,01W,,,,Class,232,Online,59656,20,905,76,1,92
1607,001,,,,Class,232,F2F,56586,25,787,76,1,1
1608,01W,,,,Class,235,Online,55299,24,397,76,1,92
1609,LC1,M W F,08:40:00,09:50:00,Class,235,F2F,55300,24,148,76,1,11
1610,LC1,W,08:00:00,10:30:00,Exam,235,F2F,55300,24,148,76,1,11
1611,01W,,,,Class,235,Online,59551,20,416,76,1,92
1612,LC1,M W F,11:00:00,11:50:00,Class,235,F2F,55442,24,364,76,1,11
1613,LC1,M,10:45:00,13:15:00,Exam,235,F2F,55442,24,364,76,1,11
1614,01A,M W,12:00:00,14:30:00,Class,237,F2F,56964,16,1126,75,1,36
1615,01A,W,12:00:00,14:30:00,Exam,237,F2F,56964,16,1126,75,1,36
1616,01B,M W,12:00:00,14:30:00,Class,237,F2F,56983,16,1126,77,1,36
1617,01B,W,10:45:00,13:15:00,Exam,237,F2F,56983,16,1126,77,1,36
1618,02A,M W,16:00:00,18:30:00,Class,237,F2F,56984,16,1126,75,1,36
1619,02A,W,16:00:00,18:30:00,Exam,237,F2F,56984,16,1126,75,1,36
1620,02B,M W,16:00:00,18:30:00,Class,237,F2F,56985,16,1126,77,1,36
1621,02B,W,16:15:00,18:45:00,Exam,237,F2F,56985,16,1126,77,1,36
1622,01W,,,,Class,240,Online,54952,20,247,76,1,92
1623,02W,,,,Class,240,Online,54953,20,247,76,1,92
1624,001,T,10:50:00,12:05:00,Class,240,F2F,55215,25,374,76,1,29
1625,001,,,,Class,240,Online,55215,25,374,76,1,92
1626,001,Th,10:50:00,12:05:00,Class,240,F2F,55221,20,468,76,1,29
1627,001,,,,Class,240,Online,55221,20,468,76,1,92
1628,01W,,,,Class,240,Online,55279,10,370,76,1,92
1629,PW2,,,,Class,245,Online,54766,25,748,77,1,92
1630,001,T,08:00:00,09:15:00,Class,245,F2F,54789,35,7,76,1,34
1631,001,,,,Class,245,Online,54789,35,7,76,1,92
1632,001,T,08:00:00,10:30:00,Exam,245,F2F,54790,25,6,76,1,76
1633,001,T,09:25:00,10:40:00,Class,245,F2F,54790,25,6,76,1,76
1634,001,,,,Class,245,Online,54790,25,6,76,1,92
1635,PW2,,,,Class,245,Online,54768,25,778,77,1,92
1636,PW0,,,,Class,245,Online,54791,25,678,76,1,92
1637,01W,,,,Class,245,Online,54781,0,653,76,1,92
1638,PW0,,,,Class,246,Online,56369,25,1091,76,1,92
1639,0WB,,,,Class,246,Online,59561,25,911,77,1,92
1640,001,F,09:00:00,11:50:00,Class,250,F2F,55094,24,122,76,1,69
1641,001,Th,17:30:00,20:20:00,Class,250,F2F,55190,24,501,76,1,69
1642,001,T,17:30:00,20:30:00,Class,250,F2F,55190,24,501,76,1,70
1643,001,T,19:00:00,21:30:00,Exam,250,F2F,55190,24,501,76,1,70
1644,001,M,15:00:00,15:50:00,Class,252,F2F,55983,20,864,76,1,75
1645,001,M,08:00:00,10:30:00,Exam,252,F2F,55985,24,307,76,1,75
1646,001,M,08:00:00,10:40:00,Class,252,F2F,55985,24,307,76,1,75
1647,002,W,13:30:00,16:00:00,Exam,252,F2F,55986,24,307,76,1,75
1648,002,M,12:00:00,14:40:00,Class,252,F2F,55986,24,307,76,1,75
1649,5W1,T,08:00:00,10:30:00,Exam,252,F2F,55988,16,307,76,1,90
1650,5W1,T,09:00:00,11:50:00,Class,252,F2F,55988,16,307,76,1,90
1651,001,,,,Class,253,F2F,56575,25,649,76,1,1
1652,001,M,16:30:00,19:00:00,Class,253,F2F,56598,25,1052,76,1,28
1653,001,,,,Class,253,F2F,56607,2,650,76,1,1
1654,001,M,16:30:00,19:00:00,Class,253,F2F,56599,25,1053,76,1,28
1655,001,M,16:30:00,19:00:00,Class,253,F2F,55277,20,1038,76,1,28
1656,001,Th,12:15:00,13:30:00,Class,254,F2F,54787,25,773,76,1,34
1657,001,W,16:15:00,18:45:00,Exam,254,F2F,54787,25,773,76,1,34
1658,001,,,,Class,254,Online,54787,25,773,76,1,92
1659,CH1,Th,12:15:00,13:30:00,Class,254,F2F,59886,0,773,76,1,34
1660,CH1,W,16:15:00,18:45:00,Exam,254,F2F,59886,0,773,76,1,34
1661,CH1,,,,Class,254,Online,59886,0,773,76,1,92
1662,001,M,12:00:00,13:15:00,Class,254,F2F,54794,25,288,76,1,37
1663,001,,,,Class,254,Online,54794,25,288,76,1,92
1664,PW0,,,,Class,254,Online,54778,25,288,76,1,92
1665,0WB,,,,Class,259,Online,59630,25,390,77,1,92
1666,001,T Th,10:50:00,12:05:00,Class,259,F2F,56361,70,389,76,1,27
1667,001,Th,10:45:00,13:15:00,Exam,259,F2F,56361,70,389,76,1,27
1668,B01,M W,12:00:00,13:15:00,Class,259,F2F,56362,30,389,76,1,11
1669,B01,W,10:45:00,13:15:00,Exam,259,F2F,56362,30,389,76,1,11
1670,001,T Th,12:15:00,13:30:00,Class,259,F2F,56509,25,57,76,1,40
1671,001,T,10:45:00,13:15:00,Exam,259,F2F,56509,25,57,76,1,40
1672,PW0,,,,Class,262,Online,56852,25,563,76,1,92
1673,010,T Th,09:25:00,10:40:00,Class,263,F2F,59527,22,248,76,1,29
1674,010,T,08:00:00,10:30:00,Exam,263,F2F,59527,22,248,76,1,29
1675,011,T Th,10:50:00,12:05:00,Class,263,F2F,59529,22,248,76,1,26
1676,011,Th,10:45:00,13:15:00,Exam,263,F2F,59529,22,248,76,1,26
1677,012,T Th,13:40:00,14:55:00,Class,263,F2F,59530,22,248,76,1,26
1678,012,Th,13:30:00,16:00:00,Exam,263,F2F,59530,22,248,76,1,26
1679,01W,,,,Class,263,Online,55223,20,1248,76,1,92
1680,01W,,,,Class,263,Online,55280,20,710,76,1,92
1681,001,S,13:30:00,16:00:00,Exam,265,F2F,56826,25,100,76,1,30
1682,001,T,13:40:00,14:55:00,Class,265,F2F,56826,25,100,76,1,30
1683,001,,,,Class,265,Online,56826,25,100,76,1,92
1684,001,Th,13:30:00,16:00:00,Exam,265,F2F,58577,25,1225,76,1,30
1685,001,Th,13:40:00,14:55:00,Class,265,F2F,58577,25,1225,76,1,30
1686,001,,,,Class,265,Online,58577,25,1225,76,1,92
1687,B01,W,11:00:00,13:30:00,Class,265,F2F,56871,15,138,76,1,67
1688,B01,M,10:45:00,13:15:00,Class,265,F2F,56871,15,138,76,1,67
1689,001,M W F,09:00:00,10:10:00,Class,266,F2F,55452,25,253,76,1,55
1690,001,W,08:00:00,10:30:00,Exam,266,F2F,55452,25,253,76,1,55
1691,001,M W,15:30:00,16:45:00,Class,266,F2F,55453,25,255,76,1,55
1692,001,M,13:30:00,16:00:00,Exam,266,F2F,55453,25,255,76,1,55
1693,001,,,,Class,266,F2F,55487,0,241,76,1,1
1694,001,M W,12:00:00,13:15:00,Class,266,F2F,55447,24,439,76,1,31
1695,001,W,10:45:00,13:15:00,Exam,266,F2F,55447,24,439,76,1,31
1696,01B,T Th,11:00:00,11:50:00,Class,271,F2F,56845,10,908,77,1,63
1697,01B,Th,10:45:00,13:15:00,Exam,271,F2F,56845,10,908,77,1,63
1698,02B,M W,11:00:00,11:50:00,Class,271,F2F,59432,10,908,77,1,63
1699,02B,M,10:45:00,13:15:00,Exam,271,F2F,59432,10,908,77,1,63
1700,01A,T Th,11:00:00,11:50:00,Class,271,F2F,56829,10,52,75,1,63
1701,01A,T,11:00:00,13:30:00,Exam,271,F2F,56829,10,52,75,1,63
1702,03A,T Th,08:00:00,10:30:00,Class,278,F2F,56986,16,1126,75,1,36
1703,03A,Th,08:00:00,10:30:00,Exam,278,F2F,56986,16,1126,75,1,36
1704,03B,T Th,08:00:00,10:30:00,Class,278,F2F,56987,16,1126,77,1,36
